Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Vehicle Class,Vehicle Size, Customer Lifetime Value 
LW75453,California,Basic,Bachelor,Employed,M,29445,Suburban,Married,Four-Door Car,Medsize," $5,355 "
BS96517,Washington,Basic,College,Employed,F,47455,Urban,Single,Four-Door Car,Medsize," $2,375 "
SO55284,Nevada,Basic,High School or Below,Employed,F,64125,Urban,Married,SUV,Large," $8,647 "
SD83603,Oregon,Extended,College,Employed,F,56830,Urban,Married,Two-Door Car,Medsize," $6,672 "
VM51572,Washington,Basic,Bachelor,Employed,M,54289,Suburban,Married,Four-Door Car,Medsize," $7,385 "
JH58282,California,Basic,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,201 "
DS47984,Arizona,Extended,Master,Employed,M,60244,Urban,Married,Four-Door Car,Medsize," $3,238 "
UV52613,Arizona,Basic,College,Disabled,M,20867,Suburban,Married,Four-Door Car,Medsize," $2,723 "
XM96138,California,Extended,Master,Employed,M,98138,Urban,Married,Four-Door Car,Medsize," $11,278 "
HF95739,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $8,556 "
HG81101,Washington,Basic,Bachelor,Employed,F,20327,Suburban,Married,Four-Door Car,Medsize," $2,912 "
VN27419,Oregon,Extended,High School or Below,Retired,F,11828,Suburban,Divorced,Four-Door Car,Large," $10,083 "
VZ59523,Arizona,Basic,Doctor,Employed,M,50695,Rural,Married,Two-Door Car,Large," $5,705 "
UF91715,Nevada,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $7,665 "
JV13438,Oregon,Basic,High School or Below,Employed,M,98693,Suburban,Married,Four-Door Car,Small," $4,909 "
MN82687,Oregon,Extended,Bachelor,Employed,F,54507,Suburban,Married,SUV,Medsize," $5,470 "
MR50410,Nevada,Extended,College,Employed,M,89703,Urban,Married,SUV,Medsize," $5,067 "
DT53270,Washington,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $4,896 "
DA79098,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,Two-Door Car,Small," $4,572 "
FY86121,Oregon,Basic,College,Employed,M,70882,Rural,Married,Four-Door Car,Medsize," $8,237 "
AA69265,Nevada,Premium,Bachelor,Employed,F,60817,Suburban,Single,Four-Door Car,Medsize," $3,965 "
ZT86224,Nevada,Extended,Bachelor,Employed,M,72257,Urban,Divorced,Four-Door Car,Medsize," $10,901 "
GW89148,California,Extended,Doctor,Employed,M,90008,Urban,Single,SUV,Medsize," $16,304 "
EJ97834,Nevada,Basic,High School or Below,Employed,F,93987,Urban,Single,Two-Door Car,Medsize," $2,619 "
VM66678,Oregon,Premium,High School or Below,Employed,F,81872,Rural,Married,Four-Door Car,Medsize," $14,024 "
OY34553,Nevada,Basic,Bachelor,Employed,F,60221,Urban,Married,Four-Door Car,Medsize," $24,321 "
JL49772,Arizona,Basic,Bachelor,Employed,F,33651,Urban,Married,Four-Door Car,Medsize," $24,249 "
RP98585,Arizona,Extended,Master,Employed,M,38086,Urban,Married,Two-Door Car,Medsize," $7,610 "
RO89767,Arizona,Basic,Master,Unemployed,M,0,Urban,Married,Sports Car,Medsize," $27,386 "
UN49741,Oregon,Basic,High School or Below,Employed,M,44299,Suburban,Divorced,SUV,Medsize," $11,122 "
ZY60545,California,Basic,College,Employed,F,91535,Rural,Married,Four-Door Car,Large," $18,939 "
NK16909,Oregon,Basic,Doctor,Employed,M,45318,Suburban,Married,SUV,Large," $8,189 "
BQ41371,Oregon,Basic,Bachelor,Employed,F,46897,Suburban,Married,Four-Door Car,Small," $5,627 "
QF29828,Arizona,Extended,Master,Employed,F,40135,Rural,Married,Four-Door Car,Medsize," $3,209 "
LP59331,Arizona,Basic,College,Employed,M,38606,Suburban,Single,Four-Door Car,Medsize," $5,283 "
KX53892,Oregon,Basic,College,Employed,F,61146,Urban,Married,Four-Door Car,Medsize," $5,259 "
YP37291,Nevada,Basic,High School or Below,Employed,M,36409,Suburban,Married,Four-Door Car,Small," $7,855 "
RX93631,Arizona,Extended,Bachelor,Employed,F,90035,Rural,Married,Four-Door Car,Medsize," $6,439 "
GS26763,California,Extended,Bachelor,Employed,F,39669,Suburban,Married,Two-Door Car,Small," $11,634 "
SK74843,Arizona,Basic,Master,Employed,F,57963,Rural,Divorced,Four-Door Car,Medsize," $2,442 "
AG47947,Washington,Premium,High School or Below,Employed,F,81872,Rural,Married,Four-Door Car,Medsize," $14,024 "
LQ23049,California,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,Four-Door Car,Medsize," $2,491 "
VF10088,Arizona,Extended,High School or Below,Employed,F,59662,Rural,Married,Four-Door Car,Medsize," $3,410 "
OJ65428,Nevada,Premium,College,Disabled,M,27906,Suburban,Divorced,Four-Door Car,Medsize," $3,842 "
ZF48094,Oregon,Extended,High School or Below,Employed,F,51032,Urban,Married,Four-Door Car,Medsize," $3,340 "
TN56613,Arizona,Extended,Bachelor,Employed,F,83771,Urban,Married,Sports Car,Medsize," $5,358 "
UB28078,California,Premium,Master,Employed,M,51510,Suburban,Divorced,Four-Door Car,Medsize," $4,200 "
CM73149,California,Extended,Bachelor,Employed,F,31189,Suburban,Single,Sports Car,Large," $14,245 "
TN29644,California,Extended,College,Employed,F,67018,Rural,Married,Four-Door Car,Medsize," $7,540 "
MJ25422,Oregon,Basic,College,Unemployed,F,0,Suburban,Married,Luxury SUV,Medsize," $36,696 "
BQ15946,Oregon,Extended,Doctor,Employed,M,56270,Suburban,Married,Four-Door Car,Medsize," $6,685 "
XS83731,Arizona,Basic,College,Unemployed,F,0,Suburban,Divorced,Four-Door Car,Medsize," $7,372 "
XU49878,Washington,Basic,Bachelor,Employed,M,62039,Urban,Married,Four-Door Car,Medsize," $5,396 "
RY10920,Oregon,Premium,College,Employed,M,60475,Suburban,Married,Four-Door Car,Medsize," $4,330 "
OE19653,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Married,Two-Door Car,Small," $3,501 "
WG39961,Oregon,Extended,High School or Below,Employed,F,66676,Suburban,Married,Four-Door Car,Small," $3,919 "
SY48591,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,828 "
SM16060,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Small," $4,812 "
FW53453,California,Extended,Master,Employed,F,36094,Urban,Married,Two-Door Car,Medsize," $7,834 "
XR74789,Washington,Extended,College,Employed,F,63328,Suburban,Married,Two-Door Car,Medsize," $7,200 "
SK93727,Washington,Premium,High School or Below,Employed,F,36121,Suburban,Married,Four-Door Car,Small," $9,470 "
OM37845,California,Basic,Master,Employed,M,56005,Suburban,Married,Four-Door Car,Small," $5,480 "
GF35623,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $5,887 "
AF47139,Oregon,Basic,College,Employed,F,42540,Rural,Married,Four-Door Car,Medsize," $8,406 "
NC98544,Nevada,Extended,High School or Below,Employed,M,26292,Suburban,Married,Two-Door Car,Medsize," $25,030 "
AD12500,California,Extended,High School or Below,Employed,F,42696,Suburban,Single,Luxury Car,Small," $17,823 "
JQ91314,Washington,Extended,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $3,289 "
MO21402,Oregon,Premium,Master,Disabled,F,16181,Suburban,Divorced,SUV,Medsize," $13,736 "
QY41319,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $4,412 "
WE90911,Arizona,Extended,Bachelor,Employed,F,75438,Urban,Single,SUV,Medsize," $5,392 "
IN65727,Washington,Basic,Master,Employed,F,63684,Suburban,Single,Two-Door Car,Medsize," $2,694 "
FB76635,Oregon,Basic,College,Employed,F,61737,Urban,Married,Sports Car,Medsize," $4,297 "
RF58958,California,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $11,625 "
AZ15952,Oregon,Premium,Bachelor,Employed,M,52373,Rural,Divorced,Four-Door Car,Medsize," $8,749 "
KP22549,Oregon,Extended,Bachelor,Employed,M,58213,Rural,Married,Four-Door Car,Medsize," $3,156 "
QC34927,California,Extended,High School or Below,Employed,M,74142,Suburban,Married,Two-Door Car,Medsize," $3,318 "
WD87578,Nevada,Premium,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $7,821 "
LA53648,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Medsize," $8,993 "
FX73249,Oregon,Premium,Bachelor,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Medsize," $7,304 "
WF53890,Arizona,Basic,Bachelor,Employed,F,39854,Urban,Divorced,Two-Door Car,Medsize," $5,218 "
FY30870,California,Extended,High School or Below,Employed,F,32756,Urban,Married,Two-Door Car,Medsize," $18,570 "
JF73533,Nevada,Extended,College,Employed,M,36268,Suburban,Single,Four-Door Car,Small," $9,985 "
IW70308,Oregon,Basic,Bachelor,Disabled,F,23815,Suburban,Married,Four-Door Car,Medsize," $8,258 "
EU38033,Nevada,Basic,High School or Below,Employed,M,39188,Suburban,Divorced,Four-Door Car,Medsize," $5,898 "
ZJ86769,Nevada,Basic,College,Employed,M,58089,Suburban,Married,SUV,Medsize," $4,686 "
OQ43721,Oregon,Basic,High School or Below,Disabled,F,26540,Suburban,Married,Four-Door Car,Medsize," $2,648 "
NI71089,California,Basic,College,Retired,M,28215,Suburban,Single,Two-Door Car,Medsize," $4,650 "
LN11802,California,Basic,Master,Unemployed,M,0,Suburban,Married,Sports Car,Large," $26,570 "
CG92708,Nevada,Basic,College,Employed,F,69600,Urban,Married,Four-Door Car,Small," $2,951 "
WH76688,Oregon,Basic,Bachelor,Employed,M,74015,Suburban,Single,Four-Door Car,Small," $5,556 "
NK82261,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Large," $3,200 "
FI93397,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,776 "
FO33051,Arizona,Premium,College,Medical Leave,M,29439,Suburban,Divorced,SUV,Large," $16,355 "
ZE40223,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Sports Car,Small," $7,330 "
II49996,Arizona,Basic,Bachelor,Employed,M,74015,Suburban,Single,Four-Door Car,Small," $5,556 "
AX71707,Arizona,Extended,College,Employed,F,67881,Suburban,Married,Two-Door Car,Medsize," $6,383 "
TN54884,California,Basic,College,Employed,F,39049,Urban,Married,Two-Door Car,Medsize," $14,932 "
DD27635,Oregon,Basic,Doctor,Disabled,M,29808,Rural,Married,SUV,Medsize," $8,047 "
EO38569,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $2,195 "
CW92156,Washington,Basic,College,Employed,F,37435,Urban,Single,SUV,Medsize," $4,070 "
CV86445,Arizona,Basic,High School or Below,Employed,M,86876,Rural,Married,Four-Door Car,Medsize," $8,140 "
TK32843,California,Premium,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $7,445 "
IY38767,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $5,326 "
US43945,California,Basic,Bachelor,Employed,F,41247,Suburban,Divorced,Two-Door Car,Large," $2,522 "
XS89049,Nevada,Basic,College,Disabled,F,25531,Suburban,Married,Two-Door Car,Small," $2,823 "
QR79788,Nevada,Basic,College,Employed,M,58643,Urban,Divorced,Four-Door Car,Medsize," $5,812 "
AN97123,Nevada,Premium,College,Unemployed,F,0,Urban,Married,Two-Door Car,Medsize," $22,305 "
VS30147,Oregon,Basic,Master,Employed,M,58645,Urban,Married,SUV,Medsize," $22,119 "
FY70464,Oregon,Premium,Bachelor,Employed,F,95058,Rural,Married,SUV,Small," $7,218 "
LR43989,Oregon,Basic,High School or Below,Medical Leave,F,19715,Suburban,Married,Four-Door Car,Small," $4,882 "
ER10834,Nevada,Basic,Master,Employed,F,68787,Rural,Married,Four-Door Car,Medsize," $2,674 "
WL46620,Nevada,Basic,Bachelor,Employed,M,29056,Suburban,Married,Two-Door Car,Medsize," $7,725 "
MO27230,Oregon,Basic,College,Employed,F,47829,Suburban,Married,SUV,Medsize," $4,708 "
HD32695,Arizona,Premium,Bachelor,Disabled,F,13128,Suburban,Married,Four-Door Car,Medsize," $4,447 "
ED89934,California,Extended,College,Employed,F,58946,Urban,Married,SUV,Medsize," $4,824 "
WU63862,Oregon,Basic,College,Employed,M,31614,Urban,Single,Four-Door Car,Medsize," $5,420 "
EW27959,California,Basic,Bachelor,Employed,F,44667,Urban,Single,Four-Door Car,Medsize," $7,583 "
IG15771,Oregon,Premium,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Small," $3,852 "
PJ84431,California,Basic,High School or Below,Employed,M,91512,Suburban,Married,Luxury Car,Medsize," $7,647 "
RW46214,Oregon,Basic,High School or Below,Medical Leave,F,26540,Suburban,Divorced,Four-Door Car,Medsize," $5,230 "
VP91482,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,SUV,Medsize," $3,614 "
DZ48278,Nevada,Basic,High School or Below,Employed,M,38798,Urban,Married,Four-Door Car,Medsize," $2,854 "
HC37968,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Sports Car,Medsize," $8,543 "
CQ15251,Oregon,Basic,Bachelor,Employed,F,65629,Rural,Married,Four-Door Car,Large," $5,150 "
QD36906,Nevada,Basic,Master,Employed,F,33291,Rural,Married,Four-Door Car,Medsize," $8,724 "
BG95711,California,Extended,College,Employed,F,57264,Rural,Divorced,Four-Door Car,Medsize," $16,477 "
HR44460,California,Basic,Bachelor,Employed,F,60970,Rural,Divorced,SUV,Medsize," $26,339 "
UQ34669,Arizona,Basic,Master,Employed,M,88997,Rural,Divorced,Four-Door Car,Small," $5,757 "
BL42392,Arizona,Basic,Doctor,Medical Leave,M,18779,Urban,Married,Four-Door Car,Large," $4,827 "
GB20532,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $3,011 "
XS74432,California,Basic,High School or Below,Employed,F,29218,Suburban,Married,Four-Door Car,Medsize," $8,664 "
NL59273,Oregon,Basic,Doctor,Employed,F,61486,Urban,Married,Two-Door Car,Medsize," $5,627 "
BZ81849,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $7,494 "
MF83904,Oregon,Basic,Bachelor,Disabled,F,17723,Suburban,Married,Two-Door Car,Medsize," $5,453 "
MH14039,California,Basic,High School or Below,Employed,M,72421,Suburban,Married,Four-Door Car,Small," $2,592 "
XJ26467,California,Extended,College,Employed,F,36510,Urban,Married,Four-Door Car,Medsize," $6,722 "
BC53546,Oregon,Basic,Bachelor,Employed,M,35396,Suburban,Divorced,Two-Door Car,Medsize," $5,501 "
EE98024,California,Premium,College,Medical Leave,F,25866,Suburban,Married,Four-Door Car,Small," $4,236 "
QA50777,Oregon,Premium,Bachelor,Medical Leave,F,23675,Suburban,Married,Four-Door Car,Medsize," $9,025 "
HW36182,California,Basic,Master,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $2,616 "
SB64064,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Large," $2,396 "
MY60905,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $4,784 "
FB77856,Nevada,Basic,College,Retired,M,28142,Suburban,Married,Sports Car,Medsize," $3,874 "
WA74455,Arizona,Extended,College,Unemployed,M,0,Suburban,Married,SUV,Large," $4,718 "
VA35421,Nevada,Basic,Master,Employed,F,83527,Rural,Married,Two-Door Car,Large," $5,183 "
BB41401,Arizona,Extended,High School or Below,Employed,M,26876,Suburban,Single,Four-Door Car,Medsize," $6,005 "
DO83789,Arizona,Basic,College,Employed,F,71661,Suburban,Married,Four-Door Car,Small," $5,206 "
AK46006,Oregon,Extended,Bachelor,Medical Leave,M,18047,Suburban,Married,Luxury SUV,Medsize," $36,293 "
CJ59481,Washington,Basic,College,Employed,M,90893,Rural,Married,Two-Door Car,Medsize," $2,837 "
JL86651,Nevada,Premium,College,Employed,M,90016,Rural,Married,Four-Door Car,Medsize," $11,785 "
AN32867,California,Extended,Bachelor,Employed,M,81285,Suburban,Single,Four-Door Car,Medsize," $3,125 "
AC67315,Nevada,Basic,Bachelor,Employed,F,96950,Suburban,Married,Sports Car,Large," $13,862 "
FG18525,Nevada,Basic,Bachelor,Unemployed,M,0,Rural,Married,Two-Door Car,Medsize," $2,124 "
HC25359,Oregon,Premium,Master,Employed,F,52572,Urban,Divorced,Four-Door Car,Medsize," $9,045 "
WO53546,Oregon,Basic,College,Unemployed,M,0,Suburban,Divorced,Sports Car,Medsize," $34,039 "
HS79851,Oregon,Extended,Bachelor,Retired,M,27681,Suburban,Married,Two-Door Car,Medsize," $6,057 "
AN21193,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $6,933 "
TS98462,Washington,Basic,High School or Below,Employed,F,78494,Rural,Married,Two-Door Car,Medsize," $22,399 "
OB11898,Nevada,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $2,162 "
RS85283,Oregon,Premium,Bachelor,Employed,M,56044,Suburban,Married,SUV,Small," $21,777 "
NW19960,Oregon,Basic,College,Employed,M,37937,Suburban,Married,SUV,Medsize," $9,095 "
AI11191,Arizona,Basic,High School or Below,Employed,F,77853,Rural,Single,SUV,Medsize," $4,228 "
PF24757,Arizona,Extended,College,Employed,F,72608,Suburban,Married,Four-Door Car,Medsize," $6,521 "
NY20756,California,Extended,High School or Below,Employed,M,36568,Suburban,Married,SUV,Medsize," $10,209 "
EU98982,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,SUV,Medsize," $7,600 "
UF13251,Oregon,Basic,High School or Below,Employed,M,26032,Suburban,Married,SUV,Medsize," $8,511 "
KF80571,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,259 "
IA78643,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,Sports Car,Medsize," $8,007 "
RI97135,Washington,Extended,Bachelor,Unemployed,M,0,Urban,Single,Four-Door Car,Medsize," $3,009 "
HZ52656,Washington,Basic,Bachelor,Employed,F,89451,Rural,Single,Four-Door Car,Medsize," $2,531 "
BM71358,Arizona,Extended,High School or Below,Employed,M,44695,Rural,Divorced,Four-Door Car,Medsize," $10,787 "
DJ42087,California,Premium,High School or Below,Employed,F,24581,Suburban,Married,Four-Door Car,Medsize," $11,924 "
NV98267,Arizona,Basic,Bachelor,Unemployed,M,0,Urban,Married,Four-Door Car,Medsize," $5,186 "
DZ38951,Oregon,Extended,High School or Below,Medical Leave,M,19831,Suburban,Married,Four-Door Car,Medsize," $6,439 "
VO84133,California,Extended,High School or Below,Employed,M,40361,Rural,Married,Four-Door Car,Medsize," $3,910 "
FP86246,California,Premium,Bachelor,Employed,M,74656,Urban,Divorced,Four-Door Car,Medsize," $13,211 "
YA37626,Oregon,Extended,Master,Employed,M,25358,Suburban,Single,SUV,Medsize," $14,616 "
ET81343,California,Extended,Doctor,Employed,M,59047,Suburban,Divorced,Four-Door Car,Medsize," $8,751 "
CW57351,Nevada,Extended,College,Employed,F,62409,Urban,Divorced,Four-Door Car,Small," $10,663 "
EV39201,California,Extended,College,Employed,F,93272,Urban,Married,Four-Door Car,Medsize," $3,861 "
YV40022,California,Extended,College,Unemployed,F,0,Suburban,Married,Sports Car,Medsize," $9,808 "
IX44049,Oregon,Extended,Bachelor,Employed,M,20166,Suburban,Married,Two-Door Car,Medsize," $3,253 "
DI51103,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $2,712 "
AS78838,California,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,Four-Door Car,Medsize," $2,454 "
LH52773,California,Basic,High School or Below,Employed,F,97460,Suburban,Married,SUV,Medsize," $23,021 "
XF99212,Arizona,Basic,College,Employed,M,57564,Suburban,Married,Two-Door Car,Medsize," $2,458 "
DD28380,Arizona,Premium,College,Medical Leave,F,11854,Suburban,Married,Four-Door Car,Medsize," $13,119 "
CP87192,California,Extended,College,Medical Leave,F,23843,Urban,Married,Four-Door Car,Medsize," $6,120 "
MH43755,Arizona,Premium,College,Disabled,F,17961,Urban,Married,Sports Car,Medsize," $13,881 "
KT38145,California,Basic,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $4,787 "
FU65756,Arizona,Basic,College,Employed,F,54695,Suburban,Married,SUV,Medsize," $8,177 "
YG92601,California,Extended,College,Employed,M,85632,Rural,Married,Two-Door Car,Medsize," $3,309 "
MZ63755,California,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,SUV,Medsize," $14,635 "
BI33231,California,Extended,High School or Below,Unemployed,F,0,Urban,Married,Four-Door Car,Medsize," $5,121 "
ZD71862,Oregon,Premium,High School or Below,Employed,F,39895,Urban,Married,SUV,Small," $19,253 "
VT87641,Washington,Extended,Bachelor,Employed,F,95815,Suburban,Married,Four-Door Car,Small," $6,647 "
TN61016,California,Basic,High School or Below,Employed,F,37224,Suburban,Divorced,Four-Door Car,Small," $8,742 "
